"time","mn1.Dinternal","mn1.Sinternal","mn2.Dinternal","mn2.Sinternal","mp1.Dinternal","mp1.Sinternal","mp2.Dinternal","mp2.Sinternal"
0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0
0.0030000000000000001,0,0,0,0,0,0,0,0
0.0040000000000000001,0,0,0,0,0,0,0,0
0.0050000000000000001,0,0,0,0,0,0,0,0
0.0060000000000000001,0,0,0,0,0,0,0,0
0.0070000000000000001,0,0,0,0,0,0,0,0
0.0080000000000000002,0,0,0,0,0,0,0,0
0.0090000000000000011,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0
0.010999999999999999,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0
0.013000000000000001,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0
0.014999999999999999,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0
0.017000000000000001,0,0,0,0,0,0,0,0
0.018000000000000002,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0
0.021000000000000001,0,0,0,0,0,0,0,0
0.021999999999999999,0,0,0,0,0,0,0,0
0.023,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0
0.025000000000000001,0,0,0,0,0,0,0,0
0.026000000000000002,0,0,0,0,0,0,0,0
0.027,0,0,0,0,0,0,0,0
0.028000000000000001,0,0,0,0,0,0,0,0
0.029000000000000001,0,0,0,0,0,0,0,0
0.029999999999999999,0,0,0,0,0,0,0,0
0.031,0,0,0,0,0,0,0,0
0.032000000000000001,0,0,0,0,0,0,0,0
0.033000000000000002,0,0,0,0,0,0,0,0
0.034000000000000002,0,0,0,0,0,0,0,0
0.035000000000000003,0,0,0,0,0,0,0,0
0.036000000000000004,0,0,0,0,0,0,0,0
0.036999999999999998,0,0,0,0,0,0,0,0
0.037999999999999999,0,0,0,0,0,0,0,0
0.039,0,0,0,0,0,0,0,0
0.040000000000000001,0,0,0,0,0,0,0,0
0.041000000000000002,0,0,0,0,0,0,0,0
0.042000000000000003,0,0,0,0,0,0,0,0
0.043000000000000003,0,0,0,0,0,0,0,0
0.043999999999999997,0,0,0,0,0,0,0,0
0.044999999999999998,0,0,0,0,0,0,0,0
